Divisiones de actividad;Total Nacional;Comunidades y Ciudades Autónomas;Valor absoluto/porcentaje;periodo;Total
16 Madera y corcho;Total Nacional;09 Cataluña;valor absoluto;2022-01-01 00:00:00+00:00;938470
16 Madera y corcho;Total Nacional;09 Cataluña;valor absoluto;2021-01-01 00:00:00+00:00;770037
16 Madera y corcho;Total Nacional;09 Cataluña;porcentaje;2022-01-01 00:00:00+00:00;11.6
16 Madera y corcho;Total Nacional;09 Cataluña;porcentaje;2021-01-01 00:00:00+00:00;11.5
16 Madera y corcho;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022-01-01 00:00:00+00:00;1145383
16 Madera y corcho;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021-01-01 00:00:00+00:00;915009
16 Madera y corcho;Total Nacional;10 Comunitat Valenciana;porcentaje;2022-01-01 00:00:00+00:00;14.2
16 Madera y corcho;Total Nacional;10 Comunitat Valenciana;porcentaje;2021-01-01 00:00:00+00:00;13.6
16 Madera y corcho;Total Nacional;11 Extremadura;valor absoluto;2022-01-01 00:00:00+00:00;249723
16 Madera y corcho;Total Nacional;11 Extremadura;valor absoluto;2021-01-01 00:00:00+00:00;180670
16 Madera y corcho;Total Nacional;11 Extremadura;porcentaje;2022-01-01 00:00:00+00:00;3.1
16 Madera y corcho;Total Nacional;11 Extremadura;porcentaje;2021-01-01 00:00:00+00:00;2.7
16 Madera y corcho;Total Nacional;12 Galicia;valor absoluto;2022-01-01 00:00:00+00:00;1467601
16 Madera y corcho;Total Nacional;12 Galicia;valor absoluto;2021-01-01 00:00:00+00:00;1219062
16 Madera y corcho;Total Nacional;12 Galicia;porcentaje;2022-01-01 00:00:00+00:00;18.2
16 Madera y corcho;Total Nacional;12 Galicia;porcentaje;2021-01-01 00:00:00+00:00;18.2
16 Madera y corcho;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022-01-01 00:00:00+00:00;234645
16 Madera y corcho;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021-01-01 00:00:00+00:00;229497
16 Madera y corcho;Total Nacional;13 Madrid Comunidad de;porcentaje;2022-01-01 00:00:00+00:00;2.9
16 Madera y corcho;Total Nacional;13 Madrid Comunidad de;porcentaje;2021-01-01 00:00:00+00:00;3.4
16 Madera y corcho;Total Nacional;14 Murcia Región de;valor absoluto;2022-01-01 00:00:00+00:00;152689
16 Madera y corcho;Total Nacional;14 Murcia Región de;valor absoluto;2021-01-01 00:00:00+00:00;113411
16 Madera y corcho;Total Nacional;14 Murcia Región de;porcentaje;2022-01-01 00:00:00+00:00;1.9
16 Madera y corcho;Total Nacional;14 Murcia Región de;porcentaje;2021-01-01 00:00:00+00:00;1.7
16 Madera y corcho;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022-01-01 00:00:00+00:00;134146
16 Madera y corcho;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021-01-01 00:00:00+00:00;197529
16 Madera y corcho;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022-01-01 00:00:00+00:00;1.7
16 Madera y corcho;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021-01-01 00:00:00+00:00;2.9
16 Madera y corcho;Total Nacional;16 País Vasco;valor absoluto;2022-01-01 00:00:00+00:00;446581
16 Madera y corcho;Total Nacional;16 País Vasco;valor absoluto;2021-01-01 00:00:00+00:00;408060
16 Madera y corcho;Total Nacional;16 País Vasco;porcentaje;2022-01-01 00:00:00+00:00;5.5
16 Madera y corcho;Total Nacional;16 País Vasco;porcentaje;2021-01-01 00:00:00+00:00;6.1
16 Madera y corcho;Total Nacional;17 Rioja La;valor absoluto;2022-01-01 00:00:00+00:00;177216
16 Madera y corcho;Total Nacional;17 Rioja La;valor absoluto;2021-01-01 00:00:00+00:00;291718
16 Madera y corcho;Total Nacional;17 Rioja La;porcentaje;2022-01-01 00:00:00+00:00;2.2
16 Madera y corcho;Total Nacional;17 Rioja La;porcentaje;2021-01-01 00:00:00+00:00;4.3
16 Madera y corcho;Total Nacional;18 Ceuta;valor absoluto;2022-01-01 00:00:00+00:00;0
16 Madera y corcho;Total Nacional;18 Ceuta;valor absoluto;2021-01-01 00:00:00+00:00;0
16 Madera y corcho;Total Nacional;18 Ceuta;porcentaje;2022-01-01 00:00:00+00:00;0.0
16 Madera y corcho;Total Nacional;18 Ceuta;porcentaje;2021-01-01 00:00:00+00:00;0.0
16 Madera y corcho;Total Nacional;19 Melilla;valor absoluto;2022-01-01 00:00:00+00:00;0
16 Madera y corcho;Total Nacional;19 Melilla;valor absoluto;2021-01-01 00:00:00+00:00;0
16 Madera y corcho;Total Nacional;19 Melilla;porcentaje;2022-01-01 00:00:00+00:00;0.0
16 Madera y corcho;Total Nacional;19 Melilla;porcentaje;2021-01-01 00:00:00+00:00;0.0
17 Papel;Total Nacional;;valor absoluto;2022-01-01 00:00:00+00:00;19139846
17 Papel;Total Nacional;;valor absoluto;2021-01-01 00:00:00+00:00;15292643
17 Papel;Total Nacional;;porcentaje;2022-01-01 00:00:00+00:00;100.0
17 Papel;Total Nacional;;porcentaje;2021-01-01 00:00:00+00:00;100.0
17 Papel;Total Nacional;01 Andalucía;valor absoluto;2022-01-01 00:00:00+00:00;1126525
17 Papel;Total Nacional;01 Andalucía;valor absoluto;2021-01-01 00:00:00+00:00;844859
17 Papel;Total Nacional;01 Andalucía;porcentaje;2022-01-01 00:00:00+00:00;5.9
17 Papel;Total Nacional;01 Andalucía;porcentaje;2021-01-01 00:00:00+00:00;5.5
17 Papel;Total Nacional;02 Aragón;valor absoluto;2022-01-01 00:00:00+00:00;2279795
17 Papel;Total Nacional;02 Aragón;valor absoluto;2021-01-01 00:00:00+00:00;1839590
17 Papel;Total Nacional;02 Aragón;porcentaje;2022-01-01 00:00:00+00:00;11.9
17 Papel;Total Nacional;02 Aragón;porcentaje;2021-01-01 00:00:00+00:00;12.0
17 Papel;Total Nacional;03 Asturias Principado de;valor absoluto;2022-01-01 00:00:00+00:00;503331
17 Papel;Total Nacional;03 Asturias Principado de;valor absoluto;2021-01-01 00:00:00+00:00;388867
17 Papel;Total Nacional;03 Asturias Principado de;porcentaje;2022-01-01 00:00:00+00:00;2.6
17 Papel;Total Nacional;03 Asturias Principado de;porcentaje;2021-01-01 00:00:00+00:00;2.5
17 Papel;Total Nacional;04 Balears Illes;valor absoluto;2022-01-01 00:00:00+00:00;16273
17 Papel;Total Nacional;04 Balears Illes;valor absoluto;2021-01-01 00:00:00+00:00;9622
17 Papel;Total Nacional;04 Balears Illes;porcentaje;2022-01-01 00:00:00+00:00;0.1
17 Papel;Total Nacional;04 Balears Illes;porcentaje;2021-01-01 00:00:00+00:00;0.1
17 Papel;Total Nacional;05 Canarias;valor absoluto;2022-01-01 00:00:00+00:00;181419
17 Papel;Total Nacional;05 Canarias;valor absoluto;2021-01-01 00:00:00+00:00;152883
17 Papel;Total Nacional;05 Canarias;porcentaje;2022-01-01 00:00:00+00:00;0.9
17 Papel;Total Nacional;05 Canarias;porcentaje;2021-01-01 00:00:00+00:00;1.0
17 Papel;Total Nacional;06 Cantabria;valor absoluto;2022-01-01 00:00:00+00:00;180819
17 Papel;Total Nacional;06 Cantabria;valor absoluto;2021-01-01 00:00:00+00:00;171859
17 Papel;Total Nacional;06 Cantabria;porcentaje;2022-01-01 00:00:00+00:00;0.9
17 Papel;Total Nacional;06 Cantabria;porcentaje;2021-01-01 00:00:00+00:00;1.1
17 Papel;Total Nacional;07 Castilla y León;valor absoluto;2022-01-01 00:00:00+00:00;1156013
17 Papel;Total Nacional;07 Castilla y León;valor absoluto;2021-01-01 00:00:00+00:00;890428
17 Papel;Total Nacional;07 Castilla y León;porcentaje;2022-01-01 00:00:00+00:00;6.0
17 Papel;Total Nacional;07 Castilla y León;porcentaje;2021-01-01 00:00:00+00:00;5.8
17 Papel;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022-01-01 00:00:00+00:00;438182
17 Papel;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021-01-01 00:00:00+00:00;378033
17 Papel;Total Nacional;08 Castilla - La Mancha;porcentaje;2022-01-01 00:00:00+00:00;2.3
17 Papel;Total Nacional;08 Castilla - La Mancha;porcentaje;2021-01-01 00:00:00+00:00;2.5
17 Papel;Total Nacional;09 Cataluña;valor absoluto;2022-01-01 00:00:00+00:00;5262370
17 Papel;Total Nacional;09 Cataluña;valor absoluto;2021-01-01 00:00:00+00:00;4070396
17 Papel;Total Nacional;09 Cataluña;porcentaje;2022-01-01 00:00:00+00:00;27.5
17 Papel;Total Nacional;09 Cataluña;porcentaje;2021-01-01 00:00:00+00:00;26.6
17 Papel;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022-01-01 00:00:00+00:00;2697491
17 Papel;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021-01-01 00:00:00+00:00;2205078
17 Papel;Total Nacional;10 Comunitat Valenciana;porcentaje;2022-01-01 00:00:00+00:00;14.1
17 Papel;Total Nacional;10 Comunitat Valenciana;porcentaje;2021-01-01 00:00:00+00:00;14.4
17 Papel;Total Nacional;11 Extremadura;valor absoluto;2022-01-01 00:00:00+00:00;91336
17 Papel;Total Nacional;11 Extremadura;valor absoluto;2021-01-01 00:00:00+00:00;75267
17 Papel;Total Nacional;11 Extremadura;porcentaje;2022-01-01 00:00:00+00:00;0.5
17 Papel;Total Nacional;11 Extremadura;porcentaje;2021-01-01 00:00:00+00:00;0.5
17 Papel;Total Nacional;12 Galicia;valor absoluto;2022-01-01 00:00:00+00:00;535137
17 Papel;Total Nacional;12 Galicia;valor absoluto;2021-01-01 00:00:00+00:00;552898
17 Papel;Total Nacional;12 Galicia;porcentaje;2022-01-01 00:00:00+00:00;2.8
17 Papel;Total Nacional;12 Galicia;porcentaje;2021-01-01 00:00:00+00:00;3.6
17 Papel;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022-01-01 00:00:00+00:00;1481462
17 Papel;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021-01-01 00:00:00+00:00;1217734
17 Papel;Total Nacional;13 Madrid Comunidad de;porcentaje;2022-01-01 00:00:00+00:00;7.7
17 Papel;Total Nacional;13 Madrid Comunidad de;porcentaje;2021-01-01 00:00:00+00:00;8.0
17 Papel;Total Nacional;14 Murcia Región de;valor absoluto;2022-01-01 00:00:00+00:00;323217
17 Papel;Total Nacional;14 Murcia Región de;valor absoluto;2021-01-01 00:00:00+00:00;254483
17 Papel;Total Nacional;14 Murcia Región de;porcentaje;2022-01-01 00:00:00+00:00;1.7
17 Papel;Total Nacional;14 Murcia Región de;porcentaje;2021-01-01 00:00:00+00:00;1.7
17 Papel;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022-01-01 00:00:00+00:00;1111460
17 Papel;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021-01-01 00:00:00+00:00;838006
17 Papel;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022-01-01 00:00:00+00:00;5.8
17 Papel;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021-01-01 00:00:00+00:00;5.5
17 Papel;Total Nacional;16 País Vasco;valor absoluto;2022-01-01 00:00:00+00:00;1627879
17 Papel;Total Nacional;16 País Vasco;valor absoluto;2021-01-01 00:00:00+00:00;1316515
17 Papel;Total Nacional;16 País Vasco;porcentaje;2022-01-01 00:00:00+00:00;8.5
17 Papel;Total Nacional;16 País Vasco;porcentaje;2021-01-01 00:00:00+00:00;8.6
17 Papel;Total Nacional;17 Rioja La;valor absoluto;2022-01-01 00:00:00+00:00;127138
17 Papel;Total Nacional;17 Rioja La;valor absoluto;2021-01-01 00:00:00+00:00;86125
17 Papel;Total Nacional;17 Rioja La;porcentaje;2022-01-01 00:00:00+00:00;0.7
17 Papel;Total Nacional;17 Rioja La;porcentaje;2021-01-01 00:00:00+00:00;0.6
17 Papel;Total Nacional;18 Ceuta;valor absoluto;2022-01-01 00:00:00+00:00;0
17 Papel;Total Nacional;18 Ceuta;valor absoluto;2021-01-01 00:00:00+00:00;0
17 Papel;Total Nacional;18 Ceuta;porcentaje;2022-01-01 00:00:00+00:00;0.0
17 Papel;Total Nacional;18 Ceuta;porcentaje;2021-01-01 00:00:00+00:00;0.0
17 Papel;Total Nacional;19 Melilla;valor absoluto;2022-01-01 00:00:00+00:00;0
17 Papel;Total Nacional;19 Melilla;valor absoluto;2021-01-01 00:00:00+00:00;0
17 Papel;Total Nacional;19 Melilla;porcentaje;2022-01-01 00:00:00+00:00;0.0
17 Papel;Total Nacional;19 Melilla;porcentaje;2021-01-01 00:00:00+00:00;0.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;;valor absoluto;2022-01-01 00:00:00+00:00;4808287
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;;valor absoluto;2021-01-01 00:00:00+00:00;3750641
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;;porcentaje;2022-01-01 00:00:00+00:00;100.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;;porcentaje;2021-01-01 00:00:00+00:00;100.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;01 Andalucía;valor absoluto;2022-01-01 00:00:00+00:00;254237
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;01 Andalucía;valor absoluto;2021-01-01 00:00:00+00:00;190259
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;01 Andalucía;porcentaje;2022-01-01 00:00:00+00:00;5.3
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;01 Andalucía;porcentaje;2021-01-01 00:00:00+00:00;5.1
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;02 Aragón;valor absoluto;2022-01-01 00:00:00+00:00;248756
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;02 Aragón;valor absoluto;2021-01-01 00:00:00+00:00;200984
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;02 Aragón;porcentaje;2022-01-01 00:00:00+00:00;5.2
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;02 Aragón;porcentaje;2021-01-01 00:00:00+00:00;5.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;03 Asturias Principado de;valor absoluto;2022-01-01 00:00:00+00:00;358109
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;03 Asturias Principado de;valor absoluto;2021-01-01 00:00:00+00:00;26205
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;03 Asturias Principado de;porcentaje;2022-01-01 00:00:00+00:00;7.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;03 Asturias Principado de;porcentaje;2021-01-01 00:00:00+00:00;0.7
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;04 Balears Illes;valor absoluto;2022-01-01 00:00:00+00:00;33797
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;04 Balears Illes;valor absoluto;2021-01-01 00:00:00+00:00;32944
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;04 Balears Illes;porcentaje;2022-01-01 00:00:00+00:00;0.7
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;04 Balears Illes;porcentaje;2021-01-01 00:00:00+00:00;0.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;05 Canarias;valor absoluto;2022-01-01 00:00:00+00:00;50562
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;05 Canarias;valor absoluto;2021-01-01 00:00:00+00:00;35678
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;05 Canarias;porcentaje;2022-01-01 00:00:00+00:00;1.1
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;05 Canarias;porcentaje;2021-01-01 00:00:00+00:00;1.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;06 Cantabria;valor absoluto;2022-01-01 00:00:00+00:00;21827
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;06 Cantabria;valor absoluto;2021-01-01 00:00:00+00:00;4190
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;06 Cantabria;porcentaje;2022-01-01 00:00:00+00:00;0.5
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;06 Cantabria;porcentaje;2021-01-01 00:00:00+00:00;0.1
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;07 Castilla y León;valor absoluto;2022-01-01 00:00:00+00:00;87510
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;07 Castilla y León;valor absoluto;2021-01-01 00:00:00+00:00;70614
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;07 Castilla y León;porcentaje;2022-01-01 00:00:00+00:00;1.8
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;07 Castilla y León;porcentaje;2021-01-01 00:00:00+00:00;1.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022-01-01 00:00:00+00:00;43393
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021-01-01 00:00:00+00:00;43280
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;08 Castilla - La Mancha;porcentaje;2022-01-01 00:00:00+00:00;0.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;08 Castilla - La Mancha;porcentaje;2021-01-01 00:00:00+00:00;1.2
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;09 Cataluña;valor absoluto;2022-01-01 00:00:00+00:00;1269441
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;09 Cataluña;valor absoluto;2021-01-01 00:00:00+00:00;1099364
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;09 Cataluña;porcentaje;2022-01-01 00:00:00+00:00;26.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;09 Cataluña;porcentaje;2021-01-01 00:00:00+00:00;29.3
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022-01-01 00:00:00+00:00;523567
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021-01-01 00:00:00+00:00;434698
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;10 Comunitat Valenciana;porcentaje;2022-01-01 00:00:00+00:00;10.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;10 Comunitat Valenciana;porcentaje;2021-01-01 00:00:00+00:00;11.6
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;11 Extremadura;valor absoluto;2022-01-01 00:00:00+00:00;19189
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;11 Extremadura;valor absoluto;2021-01-01 00:00:00+00:00;21035
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;11 Extremadura;porcentaje;2022-01-01 00:00:00+00:00;0.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;11 Extremadura;porcentaje;2021-01-01 00:00:00+00:00;0.6
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;12 Galicia;valor absoluto;2022-01-01 00:00:00+00:00;170697
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;12 Galicia;valor absoluto;2021-01-01 00:00:00+00:00;146410
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;12 Galicia;porcentaje;2022-01-01 00:00:00+00:00;3.6
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;12 Galicia;porcentaje;2021-01-01 00:00:00+00:00;3.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022-01-01 00:00:00+00:00;1268440
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021-01-01 00:00:00+00:00;1043473
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;13 Madrid Comunidad de;porcentaje;2022-01-01 00:00:00+00:00;26.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;13 Madrid Comunidad de;porcentaje;2021-01-01 00:00:00+00:00;27.8
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;14 Murcia Región de;valor absoluto;2022-01-01 00:00:00+00:00;139721
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;14 Murcia Región de;valor absoluto;2021-01-01 00:00:00+00:00;101813
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;14 Murcia Región de;porcentaje;2022-01-01 00:00:00+00:00;2.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;14 Murcia Región de;porcentaje;2021-01-01 00:00:00+00:00;2.7
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022-01-01 00:00:00+00:00;111094
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021-01-01 00:00:00+00:00;90431
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022-01-01 00:00:00+00:00;2.3
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021-01-01 00:00:00+00:00;2.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;16 País Vasco;valor absoluto;2022-01-01 00:00:00+00:00;199543
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;16 País Vasco;valor absoluto;2021-01-01 00:00:00+00:00;195957
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;16 País Vasco;porcentaje;2022-01-01 00:00:00+00:00;4.1
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;16 País Vasco;porcentaje;2021-01-01 00:00:00+00:00;5.2
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;17 Rioja La;valor absoluto;2022-01-01 00:00:00+00:00;8407
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;17 Rioja La;valor absoluto;2021-01-01 00:00:00+00:00;13308
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;17 Rioja La;porcentaje;2022-01-01 00:00:00+00:00;0.2
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;17 Rioja La;porcentaje;2021-01-01 00:00:00+00:00;0.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;18 Ceuta;valor absoluto;2022-01-01 00:00:00+00:00;0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;18 Ceuta;valor absoluto;2021-01-01 00:00:00+00:00;0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;18 Ceuta;porcentaje;2022-01-01 00:00:00+00:00;0.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;18 Ceuta;porcentaje;2021-01-01 00:00:00+00:00;0.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;19 Melilla;valor absoluto;2022-01-01 00:00:00+00:00;0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;19 Melilla;valor absoluto;2021-01-01 00:00:00+00:00;0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;19 Melilla;porcentaje;2022-01-01 00:00:00+00:00;0.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;19 Melilla;porcentaje;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;;valor absoluto;2022-01-01 00:00:00+00:00;58422620
19 Coquerías y refino de petróleo;Total Nacional;;valor absoluto;2021-01-01 00:00:00+00:00;32953916
19 Coquerías y refino de petróleo;Total Nacional;;porcentaje;2022-01-01 00:00:00+00:00;100.0
19 Coquerías y refino de petróleo;Total Nacional;;porcentaje;2021-01-01 00:00:00+00:00;100.0
19 Coquerías y refino de petróleo;Total Nacional;01 Andalucía;valor absoluto;2022-01-01 00:00:00+00:00;17374898
19 Coquerías y refino de petróleo;Total Nacional;01 Andalucía;valor absoluto;2021-01-01 00:00:00+00:00;9632246
19 Coquerías y refino de petróleo;Total Nacional;01 Andalucía;porcentaje;2022-01-01 00:00:00+00:00;29.7
19 Coquerías y refino de petróleo;Total Nacional;01 Andalucía;porcentaje;2021-01-01 00:00:00+00:00;29.2
19 Coquerías y refino de petróleo;Total Nacional;02 Aragón;valor absoluto;2022-01-01 00:00:00+00:00;35860
19 Coquerías y refino de petróleo;Total Nacional;02 Aragón;valor absoluto;2021-01-01 00:00:00+00:00;31438
19 Coquerías y refino de petróleo;Total Nacional;02 Aragón;porcentaje;2022-01-01 00:00:00+00:00;0.1
19 Coquerías y refino de petróleo;Total Nacional;02 Aragón;porcentaje;2021-01-01 00:00:00+00:00;0.1
19 Coquerías y refino de petróleo;Total Nacional;03 Asturias Principado de;valor absoluto;2022-01-01 00:00:00+00:00;297141
19 Coquerías y refino de petróleo;Total Nacional;03 Asturias Principado de;valor absoluto;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;03 Asturias Principado de;porcentaje;2022-01-01 00:00:00+00:00;0.5
19 Coquerías y refino de petróleo;Total Nacional;03 Asturias Principado de;porcentaje;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;04 Balears Illes;valor absoluto;2022-01-01 00:00:00+00:00;0
19 Coquerías y refino de petróleo;Total Nacional;04 Balears Illes;valor absoluto;2021-01-01 00:00:00+00:00;0
19 Coquerías y refino de petróleo;Total Nacional;04 Balears Illes;porcentaje;2022-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;04 Balears Illes;porcentaje;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;05 Canarias;valor absoluto;2022-01-01 00:00:00+00:00;0
19 Coquerías y refino de petróleo;Total Nacional;05 Canarias;valor absoluto;2021-01-01 00:00:00+00:00;0
19 Coquerías y refino de petróleo;Total Nacional;05 Canarias;porcentaje;2022-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;05 Canarias;porcentaje;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;06 Cantabria;valor absoluto;2022-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;06 Cantabria;valor absoluto;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;06 Cantabria;porcentaje;2022-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;06 Cantabria;porcentaje;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;07 Castilla y León;valor absoluto;2022-01-01 00:00:00+00:00;9140
19 Coquerías y refino de petróleo;Total Nacional;07 Castilla y León;valor absoluto;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;07 Castilla y León;porcentaje;2022-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;07 Castilla y León;porcentaje;2021-01-01 00:00:00+00:00;0.0
19 Coquerías y refino de petróleo;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022-01-01 00:00:00+00:00;6408166
19 Coquerías y refino de petróleo;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021-01-01 00:00:00+00:00;2650069
19 Coquerías y refino de petróleo;Total Nacional;08 Castilla - La Mancha;porcentaje;2022-01-01 00:00:00+00:00;11.0
19 Coquerías y refino de petróleo;Total Nacional;08 Castilla - La Mancha;porcentaje;2021-01-01 00:00:00+00:00;8.0
19 Coquerías y refino de petróleo;Total Nacional;09 Cataluña;valor absoluto;2022-01-01 00:00:00+00:00;7111033
19 Coquerías y refino de petróleo;Total Nacional;09 Cataluña;valor absoluto;2021-01-01 00:00:00+00:00;4886876
19 Coquerías y refino de petróleo;Total Nacional;09 Cataluña;porcentaje;2022-01-01 00:00:00+00:00;12.2
19 Coquerías y refino de petróleo;Total Nacional;09 Cataluña;porcentaje;2021-01-01 00:00:00+00:00;14.8
19 Coquerías y refino de petróleo;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022-01-01 00:00:00+00:00;4274512
19 Coquerías y refino de petróleo;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021-01-01 00:00:00+00:00;2376861
