Divisiones de actividad;Total Nacional;Comunidades y Ciudades Autónomas;Valor absoluto/porcentaje;periodo;Total
14 Confección de prendas de vestir;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021;192808
14 Confección de prendas de vestir;Total Nacional;10 Comunitat Valenciana;porcentaje;2022;7.6
14 Confección de prendas de vestir;Total Nacional;10 Comunitat Valenciana;porcentaje;2021;6.3
14 Confección de prendas de vestir;Total Nacional;11 Extremadura;valor absoluto;2022;2304
14 Confección de prendas de vestir;Total Nacional;11 Extremadura;valor absoluto;2021;1887
14 Confección de prendas de vestir;Total Nacional;11 Extremadura;porcentaje;2022;0.1
14 Confección de prendas de vestir;Total Nacional;11 Extremadura;porcentaje;2021;0.1
14 Confección de prendas de vestir;Total Nacional;12 Galicia;valor absoluto;2022;1686659
14 Confección de prendas de vestir;Total Nacional;12 Galicia;valor absoluto;2021;1365046
14 Confección de prendas de vestir;Total Nacional;12 Galicia;porcentaje;2022;46.7
14 Confección de prendas de vestir;Total Nacional;12 Galicia;porcentaje;2021;44.4
14 Confección de prendas de vestir;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022;169402
14 Confección de prendas de vestir;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021;128707
14 Confección de prendas de vestir;Total Nacional;13 Madrid Comunidad de;porcentaje;2022;4.7
14 Confección de prendas de vestir;Total Nacional;13 Madrid Comunidad de;porcentaje;2021;4.2
14 Confección de prendas de vestir;Total Nacional;14 Murcia Región de;valor absoluto;2022;116344
14 Confección de prendas de vestir;Total Nacional;14 Murcia Región de;valor absoluto;2021;90421
14 Confección de prendas de vestir;Total Nacional;14 Murcia Región de;porcentaje;2022;3.2
14 Confección de prendas de vestir;Total Nacional;14 Murcia Región de;porcentaje;2021;2.9
14 Confección de prendas de vestir;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022;49214
14 Confección de prendas de vestir;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021;53051
14 Confección de prendas de vestir;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022;1.4
14 Confección de prendas de vestir;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021;1.7
14 Confección de prendas de vestir;Total Nacional;16 País Vasco;valor absoluto;2022;45433
14 Confección de prendas de vestir;Total Nacional;16 País Vasco;valor absoluto;2021;44081
14 Confección de prendas de vestir;Total Nacional;16 País Vasco;porcentaje;2022;1.3
14 Confección de prendas de vestir;Total Nacional;16 País Vasco;porcentaje;2021;1.4
14 Confección de prendas de vestir;Total Nacional;17 Rioja La;valor absoluto;2022;11353
14 Confección de prendas de vestir;Total Nacional;17 Rioja La;valor absoluto;2021;12111
14 Confección de prendas de vestir;Total Nacional;17 Rioja La;porcentaje;2022;0.3
14 Confección de prendas de vestir;Total Nacional;17 Rioja La;porcentaje;2021;0.4
14 Confección de prendas de vestir;Total Nacional;18 Ceuta;valor absoluto;2022;0
14 Confección de prendas de vestir;Total Nacional;18 Ceuta;valor absoluto;2021;0
14 Confección de prendas de vestir;Total Nacional;18 Ceuta;porcentaje;2022;0.0
14 Confección de prendas de vestir;Total Nacional;18 Ceuta;porcentaje;2021;0.0
14 Confección de prendas de vestir;Total Nacional;19 Melilla;valor absoluto;2022;0
14 Confección de prendas de vestir;Total Nacional;19 Melilla;valor absoluto;2021;0
14 Confección de prendas de vestir;Total Nacional;19 Melilla;porcentaje;2022;0.0
14 Confección de prendas de vestir;Total Nacional;19 Melilla;porcentaje;2021;0.0
15 Cuero y calzado;Total Nacional;;valor absoluto;2022;3535731
15 Cuero y calzado;Total Nacional;;valor absoluto;2021;2855589
15 Cuero y calzado;Total Nacional;;porcentaje;2022;100.0
15 Cuero y calzado;Total Nacional;;porcentaje;2021;100.0
15 Cuero y calzado;Total Nacional;01 Andalucía;valor absoluto;2022;250754
15 Cuero y calzado;Total Nacional;01 Andalucía;valor absoluto;2021;188060
15 Cuero y calzado;Total Nacional;01 Andalucía;porcentaje;2022;7.1
15 Cuero y calzado;Total Nacional;01 Andalucía;porcentaje;2021;6.6
15 Cuero y calzado;Total Nacional;02 Aragón;valor absoluto;2022;70997
15 Cuero y calzado;Total Nacional;02 Aragón;valor absoluto;2021;50828
15 Cuero y calzado;Total Nacional;02 Aragón;porcentaje;2022;2.0
15 Cuero y calzado;Total Nacional;02 Aragón;porcentaje;2021;1.8
15 Cuero y calzado;Total Nacional;03 Asturias Principado de;valor absoluto;2022;0
15 Cuero y calzado;Total Nacional;03 Asturias Principado de;valor absoluto;2021;0
15 Cuero y calzado;Total Nacional;03 Asturias Principado de;porcentaje;2022;0.0
15 Cuero y calzado;Total Nacional;03 Asturias Principado de;porcentaje;2021;0.0
15 Cuero y calzado;Total Nacional;04 Balears Illes;valor absoluto;2022;78077
15 Cuero y calzado;Total Nacional;04 Balears Illes;valor absoluto;2021;0.0
15 Cuero y calzado;Total Nacional;04 Balears Illes;porcentaje;2022;2.2
15 Cuero y calzado;Total Nacional;04 Balears Illes;porcentaje;2021;0.0
15 Cuero y calzado;Total Nacional;05 Canarias;valor absoluto;2022;1343
15 Cuero y calzado;Total Nacional;05 Canarias;valor absoluto;2021;0.0
15 Cuero y calzado;Total Nacional;05 Canarias;porcentaje;2022;0.0
15 Cuero y calzado;Total Nacional;05 Canarias;porcentaje;2021;0.0
15 Cuero y calzado;Total Nacional;06 Cantabria;valor absoluto;2022;0
15 Cuero y calzado;Total Nacional;06 Cantabria;valor absoluto;2021;0
15 Cuero y calzado;Total Nacional;06 Cantabria;porcentaje;2022;0.0
15 Cuero y calzado;Total Nacional;06 Cantabria;porcentaje;2021;0.0
15 Cuero y calzado;Total Nacional;07 Castilla y León;valor absoluto;2022;6165
15 Cuero y calzado;Total Nacional;07 Castilla y León;valor absoluto;2021;7517
15 Cuero y calzado;Total Nacional;07 Castilla y León;porcentaje;2022;0.2
15 Cuero y calzado;Total Nacional;07 Castilla y León;porcentaje;2021;0.3
15 Cuero y calzado;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022;260588
15 Cuero y calzado;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021;200305
15 Cuero y calzado;Total Nacional;08 Castilla - La Mancha;porcentaje;2022;7.4
15 Cuero y calzado;Total Nacional;08 Castilla - La Mancha;porcentaje;2021;7.0
15 Cuero y calzado;Total Nacional;09 Cataluña;valor absoluto;2022;516210
15 Cuero y calzado;Total Nacional;09 Cataluña;valor absoluto;2021;428924
15 Cuero y calzado;Total Nacional;09 Cataluña;porcentaje;2022;14.6
15 Cuero y calzado;Total Nacional;09 Cataluña;porcentaje;2021;15.0
15 Cuero y calzado;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022;1536766
15 Cuero y calzado;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021;1266633
15 Cuero y calzado;Total Nacional;10 Comunitat Valenciana;porcentaje;2022;43.5
15 Cuero y calzado;Total Nacional;10 Comunitat Valenciana;porcentaje;2021;44.4
15 Cuero y calzado;Total Nacional;11 Extremadura;valor absoluto;2022;0
15 Cuero y calzado;Total Nacional;11 Extremadura;valor absoluto;2021;821
15 Cuero y calzado;Total Nacional;11 Extremadura;porcentaje;2022;0.0
15 Cuero y calzado;Total Nacional;11 Extremadura;porcentaje;2021;0.0
15 Cuero y calzado;Total Nacional;12 Galicia;valor absoluto;2022;203145
15 Cuero y calzado;Total Nacional;12 Galicia;valor absoluto;2021;158647
15 Cuero y calzado;Total Nacional;12 Galicia;porcentaje;2022;5.7
15 Cuero y calzado;Total Nacional;12 Galicia;porcentaje;2021;5.6
15 Cuero y calzado;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022;37472
15 Cuero y calzado;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021;33533
15 Cuero y calzado;Total Nacional;13 Madrid Comunidad de;porcentaje;2022;1.1
15 Cuero y calzado;Total Nacional;13 Madrid Comunidad de;porcentaje;2021;1.2
15 Cuero y calzado;Total Nacional;14 Murcia Región de;valor absoluto;2022;169675
15 Cuero y calzado;Total Nacional;14 Murcia Región de;valor absoluto;2021;143197
15 Cuero y calzado;Total Nacional;14 Murcia Región de;porcentaje;2022;4.8
15 Cuero y calzado;Total Nacional;14 Murcia Región de;porcentaje;2021;5.0
15 Cuero y calzado;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022;22704
15 Cuero y calzado;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021;15584
15 Cuero y calzado;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022;0.6
15 Cuero y calzado;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021;0.5
15 Cuero y calzado;Total Nacional;16 País Vasco;valor absoluto;2022;2708
15 Cuero y calzado;Total Nacional;16 País Vasco;valor absoluto;2021;2051
15 Cuero y calzado;Total Nacional;16 País Vasco;porcentaje;2022;0.1
15 Cuero y calzado;Total Nacional;16 País Vasco;porcentaje;2021;0.1
15 Cuero y calzado;Total Nacional;17 Rioja La;valor absoluto;2022;379127
15 Cuero y calzado;Total Nacional;17 Rioja La;valor absoluto;2021;303413
15 Cuero y calzado;Total Nacional;17 Rioja La;porcentaje;2022;10.7
15 Cuero y calzado;Total Nacional;17 Rioja La;porcentaje;2021;10.6
15 Cuero y calzado;Total Nacional;18 Ceuta;valor absoluto;2022;0
15 Cuero y calzado;Total Nacional;18 Ceuta;valor absoluto;2021;0
15 Cuero y calzado;Total Nacional;18 Ceuta;porcentaje;2022;0.0
15 Cuero y calzado;Total Nacional;18 Ceuta;porcentaje;2021;0.0
15 Cuero y calzado;Total Nacional;19 Melilla;valor absoluto;2022;0
15 Cuero y calzado;Total Nacional;19 Melilla;valor absoluto;2021;0
15 Cuero y calzado;Total Nacional;19 Melilla;porcentaje;2022;0.0
15 Cuero y calzado;Total Nacional;19 Melilla;porcentaje;2021;0.0
16 Madera y corcho;Total Nacional;;valor absoluto;2022;8058897
16 Madera y corcho;Total Nacional;;valor absoluto;2021;6716085
16 Madera y corcho;Total Nacional;;porcentaje;2022;100.0
16 Madera y corcho;Total Nacional;;porcentaje;2021;100.0
16 Madera y corcho;Total Nacional;01 Andalucía;valor absoluto;2022;620227
16 Madera y corcho;Total Nacional;01 Andalucía;valor absoluto;2021;542167
16 Madera y corcho;Total Nacional;01 Andalucía;porcentaje;2022;7.7
16 Madera y corcho;Total Nacional;01 Andalucía;porcentaje;2021;8.1
16 Madera y corcho;Total Nacional;02 Aragón;valor absoluto;2022;304594
16 Madera y corcho;Total Nacional;02 Aragón;valor absoluto;2021;215719
16 Madera y corcho;Total Nacional;02 Aragón;porcentaje;2022;3.8
16 Madera y corcho;Total Nacional;02 Aragón;porcentaje;2021;3.2
16 Madera y corcho;Total Nacional;03 Asturias Principado de;valor absoluto;2022;141426
16 Madera y corcho;Total Nacional;03 Asturias Principado de;valor absoluto;2021;82956
16 Madera y corcho;Total Nacional;03 Asturias Principado de;porcentaje;2022;1.8
16 Madera y corcho;Total Nacional;03 Asturias Principado de;porcentaje;2021;1.2
16 Madera y corcho;Total Nacional;04 Balears Illes;valor absoluto;2022;60036
16 Madera y corcho;Total Nacional;04 Balears Illes;valor absoluto;2021;62541
16 Madera y corcho;Total Nacional;04 Balears Illes;porcentaje;2022;0.7
16 Madera y corcho;Total Nacional;04 Balears Illes;porcentaje;2021;0.9
16 Madera y corcho;Total Nacional;05 Canarias;valor absoluto;2022;21429
16 Madera y corcho;Total Nacional;05 Canarias;valor absoluto;2021;32369
16 Madera y corcho;Total Nacional;05 Canarias;porcentaje;2022;0.3
16 Madera y corcho;Total Nacional;05 Canarias;porcentaje;2021;0.5
16 Madera y corcho;Total Nacional;06 Cantabria;valor absoluto;2022;175288
16 Madera y corcho;Total Nacional;06 Cantabria;valor absoluto;2021;140813
16 Madera y corcho;Total Nacional;06 Cantabria;porcentaje;2022;2.2
16 Madera y corcho;Total Nacional;06 Cantabria;porcentaje;2021;2.1
16 Madera y corcho;Total Nacional;07 Castilla y León;valor absoluto;2022;1135385
16 Madera y corcho;Total Nacional;07 Castilla y León;valor absoluto;2021;792756
16 Madera y corcho;Total Nacional;07 Castilla y León;porcentaje;2022;14.1
16 Madera y corcho;Total Nacional;07 Castilla y León;porcentaje;2021;11.8
16 Madera y corcho;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022;654059
16 Madera y corcho;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021;521773
16 Madera y corcho;Total Nacional;08 Castilla - La Mancha;porcentaje;2022;8.1
16 Madera y corcho;Total Nacional;08 Castilla - La Mancha;porcentaje;2021;7.8
16 Madera y corcho;Total Nacional;09 Cataluña;valor absoluto;2022;938470
16 Madera y corcho;Total Nacional;09 Cataluña;valor absoluto;2021;770037
16 Madera y corcho;Total Nacional;09 Cataluña;porcentaje;2022;11.6
16 Madera y corcho;Total Nacional;09 Cataluña;porcentaje;2021;11.5
16 Madera y corcho;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022;1145383
16 Madera y corcho;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021;915009
16 Madera y corcho;Total Nacional;10 Comunitat Valenciana;porcentaje;2022;14.2
16 Madera y corcho;Total Nacional;10 Comunitat Valenciana;porcentaje;2021;13.6
16 Madera y corcho;Total Nacional;11 Extremadura;valor absoluto;2022;249723
16 Madera y corcho;Total Nacional;11 Extremadura;valor absoluto;2021;180670
16 Madera y corcho;Total Nacional;11 Extremadura;porcentaje;2022;3.1
16 Madera y corcho;Total Nacional;11 Extremadura;porcentaje;2021;2.7
16 Madera y corcho;Total Nacional;12 Galicia;valor absoluto;2022;1467601
16 Madera y corcho;Total Nacional;12 Galicia;valor absoluto;2021;1219062
16 Madera y corcho;Total Nacional;12 Galicia;porcentaje;2022;18.2
16 Madera y corcho;Total Nacional;12 Galicia;porcentaje;2021;18.2
16 Madera y corcho;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022;234645
16 Madera y corcho;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021;229497
16 Madera y corcho;Total Nacional;13 Madrid Comunidad de;porcentaje;2022;2.9
16 Madera y corcho;Total Nacional;13 Madrid Comunidad de;porcentaje;2021;3.4
16 Madera y corcho;Total Nacional;14 Murcia Región de;valor absoluto;2022;152689
16 Madera y corcho;Total Nacional;14 Murcia Región de;valor absoluto;2021;113411
16 Madera y corcho;Total Nacional;14 Murcia Región de;porcentaje;2022;1.9
16 Madera y corcho;Total Nacional;14 Murcia Región de;porcentaje;2021;1.7
16 Madera y corcho;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022;134146
16 Madera y corcho;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021;197529
16 Madera y corcho;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022;1.7
16 Madera y corcho;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021;2.9
16 Madera y corcho;Total Nacional;16 País Vasco;valor absoluto;2022;446581
16 Madera y corcho;Total Nacional;16 País Vasco;valor absoluto;2021;408060
16 Madera y corcho;Total Nacional;16 País Vasco;porcentaje;2022;5.5
16 Madera y corcho;Total Nacional;16 País Vasco;porcentaje;2021;6.1
16 Madera y corcho;Total Nacional;17 Rioja La;valor absoluto;2022;177216
16 Madera y corcho;Total Nacional;17 Rioja La;valor absoluto;2021;291718
16 Madera y corcho;Total Nacional;17 Rioja La;porcentaje;2022;2.2
16 Madera y corcho;Total Nacional;17 Rioja La;porcentaje;2021;4.3
16 Madera y corcho;Total Nacional;18 Ceuta;valor absoluto;2022;0
16 Madera y corcho;Total Nacional;18 Ceuta;valor absoluto;2021;0
16 Madera y corcho;Total Nacional;18 Ceuta;porcentaje;2022;0.0
16 Madera y corcho;Total Nacional;18 Ceuta;porcentaje;2021;0.0
16 Madera y corcho;Total Nacional;19 Melilla;valor absoluto;2022;0
16 Madera y corcho;Total Nacional;19 Melilla;valor absoluto;2021;0
16 Madera y corcho;Total Nacional;19 Melilla;porcentaje;2022;0.0
16 Madera y corcho;Total Nacional;19 Melilla;porcentaje;2021;0.0
17 Papel;Total Nacional;;valor absoluto;2022;19139846
17 Papel;Total Nacional;;valor absoluto;2021;15292643
17 Papel;Total Nacional;;porcentaje;2022;100.0
17 Papel;Total Nacional;;porcentaje;2021;100.0
17 Papel;Total Nacional;01 Andalucía;valor absoluto;2022;1126525
17 Papel;Total Nacional;01 Andalucía;valor absoluto;2021;844859
17 Papel;Total Nacional;01 Andalucía;porcentaje;2022;5.9
17 Papel;Total Nacional;01 Andalucía;porcentaje;2021;5.5
17 Papel;Total Nacional;02 Aragón;valor absoluto;2022;2279795
17 Papel;Total Nacional;02 Aragón;valor absoluto;2021;1839590
17 Papel;Total Nacional;02 Aragón;porcentaje;2022;11.9
17 Papel;Total Nacional;02 Aragón;porcentaje;2021;12.0
17 Papel;Total Nacional;03 Asturias Principado de;valor absoluto;2022;503331
17 Papel;Total Nacional;03 Asturias Principado de;valor absoluto;2021;388867
17 Papel;Total Nacional;03 Asturias Principado de;porcentaje;2022;2.6
17 Papel;Total Nacional;03 Asturias Principado de;porcentaje;2021;2.5
17 Papel;Total Nacional;04 Balears Illes;valor absoluto;2022;16273
17 Papel;Total Nacional;04 Balears Illes;valor absoluto;2021;9622
17 Papel;Total Nacional;04 Balears Illes;porcentaje;2022;0.1
17 Papel;Total Nacional;04 Balears Illes;porcentaje;2021;0.1
17 Papel;Total Nacional;05 Canarias;valor absoluto;2022;181419
17 Papel;Total Nacional;05 Canarias;valor absoluto;2021;152883
17 Papel;Total Nacional;05 Canarias;porcentaje;2022;0.9
17 Papel;Total Nacional;05 Canarias;porcentaje;2021;1.0
17 Papel;Total Nacional;06 Cantabria;valor absoluto;2022;180819
17 Papel;Total Nacional;06 Cantabria;valor absoluto;2021;171859
17 Papel;Total Nacional;06 Cantabria;porcentaje;2022;0.9
17 Papel;Total Nacional;06 Cantabria;porcentaje;2021;1.1
17 Papel;Total Nacional;07 Castilla y León;valor absoluto;2022;1156013
17 Papel;Total Nacional;07 Castilla y León;valor absoluto;2021;890428
17 Papel;Total Nacional;07 Castilla y León;porcentaje;2022;6.0
17 Papel;Total Nacional;07 Castilla y León;porcentaje;2021;5.8
17 Papel;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022;438182
17 Papel;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021;378033
17 Papel;Total Nacional;08 Castilla - La Mancha;porcentaje;2022;2.3
17 Papel;Total Nacional;08 Castilla - La Mancha;porcentaje;2021;2.5
17 Papel;Total Nacional;09 Cataluña;valor absoluto;2022;5262370
17 Papel;Total Nacional;09 Cataluña;valor absoluto;2021;4070396
17 Papel;Total Nacional;09 Cataluña;porcentaje;2022;27.5
17 Papel;Total Nacional;09 Cataluña;porcentaje;2021;26.6
17 Papel;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022;2697491
17 Papel;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021;2205078
17 Papel;Total Nacional;10 Comunitat Valenciana;porcentaje;2022;14.1
17 Papel;Total Nacional;10 Comunitat Valenciana;porcentaje;2021;14.4
17 Papel;Total Nacional;11 Extremadura;valor absoluto;2022;91336
17 Papel;Total Nacional;11 Extremadura;valor absoluto;2021;75267
17 Papel;Total Nacional;11 Extremadura;porcentaje;2022;0.5
17 Papel;Total Nacional;11 Extremadura;porcentaje;2021;0.5
17 Papel;Total Nacional;12 Galicia;valor absoluto;2022;535137
17 Papel;Total Nacional;12 Galicia;valor absoluto;2021;552898
17 Papel;Total Nacional;12 Galicia;porcentaje;2022;2.8
17 Papel;Total Nacional;12 Galicia;porcentaje;2021;3.6
17 Papel;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022;1481462
17 Papel;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021;1217734
17 Papel;Total Nacional;13 Madrid Comunidad de;porcentaje;2022;7.7
17 Papel;Total Nacional;13 Madrid Comunidad de;porcentaje;2021;8.0
17 Papel;Total Nacional;14 Murcia Región de;valor absoluto;2022;323217
17 Papel;Total Nacional;14 Murcia Región de;valor absoluto;2021;254483
17 Papel;Total Nacional;14 Murcia Región de;porcentaje;2022;1.7
17 Papel;Total Nacional;14 Murcia Región de;porcentaje;2021;1.7
17 Papel;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022;1111460
17 Papel;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021;838006
17 Papel;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022;5.8
17 Papel;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021;5.5
17 Papel;Total Nacional;16 País Vasco;valor absoluto;2022;1627879
17 Papel;Total Nacional;16 País Vasco;valor absoluto;2021;1316515
17 Papel;Total Nacional;16 País Vasco;porcentaje;2022;8.5
17 Papel;Total Nacional;16 País Vasco;porcentaje;2021;8.6
17 Papel;Total Nacional;17 Rioja La;valor absoluto;2022;127138
17 Papel;Total Nacional;17 Rioja La;valor absoluto;2021;86125
17 Papel;Total Nacional;17 Rioja La;porcentaje;2022;0.7
17 Papel;Total Nacional;17 Rioja La;porcentaje;2021;0.6
17 Papel;Total Nacional;18 Ceuta;valor absoluto;2022;0
17 Papel;Total Nacional;18 Ceuta;valor absoluto;2021;0
17 Papel;Total Nacional;18 Ceuta;porcentaje;2022;0.0
17 Papel;Total Nacional;18 Ceuta;porcentaje;2021;0.0
17 Papel;Total Nacional;19 Melilla;valor absoluto;2022;0
17 Papel;Total Nacional;19 Melilla;valor absoluto;2021;0
17 Papel;Total Nacional;19 Melilla;porcentaje;2022;0.0
17 Papel;Total Nacional;19 Melilla;porcentaje;2021;0.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;;valor absoluto;2022;4808287
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;;valor absoluto;2021;3750641
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;;porcentaje;2022;100.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;;porcentaje;2021;100.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;01 Andalucía;valor absoluto;2022;254237
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;01 Andalucía;valor absoluto;2021;190259
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;01 Andalucía;porcentaje;2022;5.3
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;01 Andalucía;porcentaje;2021;5.1
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;02 Aragón;valor absoluto;2022;248756
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;02 Aragón;valor absoluto;2021;200984
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;02 Aragón;porcentaje;2022;5.2
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;02 Aragón;porcentaje;2021;5.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;03 Asturias Principado de;valor absoluto;2022;358109
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;03 Asturias Principado de;valor absoluto;2021;26205
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;03 Asturias Principado de;porcentaje;2022;7.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;03 Asturias Principado de;porcentaje;2021;0.7
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;04 Balears Illes;valor absoluto;2022;33797
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;04 Balears Illes;valor absoluto;2021;32944
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;04 Balears Illes;porcentaje;2022;0.7
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;04 Balears Illes;porcentaje;2021;0.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;05 Canarias;valor absoluto;2022;50562
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;05 Canarias;valor absoluto;2021;35678
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;05 Canarias;porcentaje;2022;1.1
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;05 Canarias;porcentaje;2021;1.0
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;06 Cantabria;valor absoluto;2022;21827
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;06 Cantabria;valor absoluto;2021;4190
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;06 Cantabria;porcentaje;2022;0.5
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;06 Cantabria;porcentaje;2021;0.1
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;07 Castilla y León;valor absoluto;2022;87510
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;07 Castilla y León;valor absoluto;2021;70614
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;07 Castilla y León;porcentaje;2022;1.8
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;07 Castilla y León;porcentaje;2021;1.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022;43393
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021;43280
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;08 Castilla - La Mancha;porcentaje;2022;0.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;08 Castilla - La Mancha;porcentaje;2021;1.2
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;09 Cataluña;valor absoluto;2022;1269441
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;09 Cataluña;valor absoluto;2021;1099364
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;09 Cataluña;porcentaje;2022;26.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;09 Cataluña;porcentaje;2021;29.3
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022;523567
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021;434698
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;10 Comunitat Valenciana;porcentaje;2022;10.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;10 Comunitat Valenciana;porcentaje;2021;11.6
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;11 Extremadura;valor absoluto;2022;19189
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;11 Extremadura;valor absoluto;2021;21035
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;11 Extremadura;porcentaje;2022;0.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;11 Extremadura;porcentaje;2021;0.6
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;12 Galicia;valor absoluto;2022;170697
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;12 Galicia;valor absoluto;2021;146410
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;12 Galicia;porcentaje;2022;3.6
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;12 Galicia;porcentaje;2021;3.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022;1268440
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021;1043473
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;13 Madrid Comunidad de;porcentaje;2022;26.4
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;13 Madrid Comunidad de;porcentaje;2021;27.8
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;14 Murcia Región de;valor absoluto;2022;139721
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;14 Murcia Región de;valor absoluto;2021;101813
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;14 Murcia Región de;porcentaje;2022;2.9
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;14 Murcia Región de;porcentaje;2021;2.7
18 Artes gráficas y reproducción de soportes grabados;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022;111094
