iter	MultiClass
544	0.07228410276
545	0.07212294006
546	0.07197295284
547	0.07177521472
548	0.07175691589
549	0.07158633494
550	0.07141811852
551	0.07124999175
552	0.07100331404
553	0.07085699729
554	0.07074414564
555	0.07064877775
556	0.07029454452
557	0.07010047387
558	0.06989098085
559	0.0696188779
560	0.06941695016
561	0.06921088012
562	0.06906011279
563	0.06898031283
564	0.06875886905
565	0.06860418891
566	0.06833088524
567	0.06820507373
568	0.06800323238
569	0.06798840063
570	0.06790785546
571	0.06764613937
572	0.0676293279
573	0.06745606485
574	0.06742899401
575	0.06736035546
576	0.06720892237
577	0.0669846078
578	0.06689215551
579	0.06674711515
580	0.0664772696
581	0.06637638294
582	0.06613316457
583	0.06604918633
584	0.06598729524
585	0.06590114445
586	0.06579162857
587	0.06574185143
588	0.06554291763
589	0.06544404022
590	0.06534143674
591	0.06518245007
592	0.06515172448
593	0.06495303167
594	0.06483167131
595	0.0647034195
596	0.06467318842
597	0.06446706553
598	0.06439042189
599	0.06428036347
600	0.06410635616
601	0.06405685323
602	0.0639584867
603	0.06385162249
604	0.06372452481
605	0.06350411704
606	0.06336888167
607	0.06325038824
608	0.06314496699
609	0.06300440814
610	0.06287192946
611	0.06275844025
612	0.06260525532
613	0.06246725327
614	0.06234408258
615	0.06215625025
616	0.06209519875
617	0.06202440807
618	0.06186381092
619	0.06166501709
620	0.0616442745
621	0.06145732995
622	0.06130757223
623	0.0610817575
624	0.06089557173
625	0.06072463262
626	0.06055620447
627	0.06045537162
628	0.06040541718
629	0.06030526415
630	0.06016736812
631	0.06004687155
632	0.05994179583
633	0.05981832718
634	0.05964507091
635	0.05952366746
636	0.05945219915
637	0.05925204034
638	0.05910474884
639	0.05888834288
640	0.05874934414
641	0.0586853988
642	0.0585021583
643	0.05844553833
644	0.05834793604
645	0.0582183624
646	0.05813923133
647	0.05803678181
648	0.05800623494
649	0.05792398154
650	0.05778183292
651	0.05760413828
652	0.05751812661
653	0.05730626634
654	0.05721837873
655	0.05713365892
656	0.05707271987
657	0.05697217901
658	0.05686678006
659	0.05677126888
660	0.05669229445
661	0.05654039521
662	0.05636042744
663	0.05624569139
664	0.05619000257
665	0.05610380627
666	0.05600006728
667	0.05599129989
668	0.05583741135
669	0.05574752672
670	0.05568892739
671	0.05552109572
672	0.05538750073
673	0.05530522262
674	0.05524252498
675	0.05511273126
676	0.05502839603
677	0.05490669368
678	0.05485255979
679	0.05484101791
680	0.05474977607
681	0.05465074874
682	0.05452486066
683	0.05429799148
684	0.05414276067
685	0.05409817837
686	0.05401310094
687	0.05390285118
688	0.05383707316
689	0.05373685316
690	0.05368520009
691	0.05364483823
692	0.05357026108
693	0.05334330555
694	0.05322674759
695	0.05316481128
696	0.05315458683
697	0.05307145557
698	0.05289122198
699	0.05283490131
700	0.05272775073
701	0.05261013712
702	0.05251244988
703	0.052440548
704	0.05239216275
705	0.05230815391
706	0.05217175826
707	0.0520885703
708	0.05197301995
709	0.05195256328
710	0.05189248448
711	0.05180622453
712	0.05178106656
713	0.05160039678
714	0.05156810581
715	0.05147059074
716	0.05139943906
717	0.05126286473
718	0.05120637068
719	0.05104398854
720	0.0509963065
721	0.05092341167
722	0.0508801076
723	0.05083431787
724	0.05079447602
725	0.05072574753
726	0.05068145881
727	0.05056549091
728	0.05043610784
729	0.05032934009
730	0.05025436451
731	0.05023664867
732	0.0501647922
733	0.05006756991
734	0.04995182367
735	0.04991852935
736	0.04989462926
737	0.04986399897
738	0.04978440056
739	0.04965795689
740	0.04964743136
741	0.04950051791
742	0.04945996368
743	0.04939468653
744	0.0491969948
745	0.04908988064
746	0.04898548244
747	0.04891917429
748	0.04888166677
749	0.0487599378
750	0.04870470283
751	0.04861819233
752	0.04850192512
753	0.04835950922
754	0.0482883355
755	0.04819745101
756	0.04807078354
757	0.04791610449
758	0.04786481118
759	0.04785372242
760	0.04776916809
761	0.04768154641
762	0.04760650032
763	0.04759749868
764	0.04751696794
765	0.0474530453
766	0.04736611572
767	0.04724803858
768	0.04717525066
769	0.0470118043
770	0.04688171331
771	0.04682564069
772	0.04670612094
773	0.04660322958
774	0.04655479056
775	0.04652964677
776	0.04647945324
777	0.04639728726
778	0.04633014479
779	0.04626527081
780	0.0461659954
781	0.04613438744
782	0.04603583044
783	0.04592950013
784	0.04591995734
785	0.04582251456
786	0.04575612229
787	0.04574096188
788	0.04566707851
789	0.04556338087
790	0.04549063771
791	0.04546425263
792	0.04534631871
793	0.04524876685
794	0.04520585961
795	0.045176021
796	0.04504613427
797	0.04495026119
798	0.0449127139
799	0.04485345281
800	0.04481081191
801	0.04475596411
802	0.04468043672
803	0.04461541473
804	0.04460466827
805	0.04457240597
806	0.04446302258
807	0.04440969506
808	0.04439582235
809	0.04433512223
810	0.04422601183
811	0.04419874196
812	0.04411333012
813	0.04405453582
814	0.04395001352
815	0.04388243322
816	0.04378435176
817	0.04373493104
818	0.04366384117
819	0.0435376589
820	0.04343676037
821	0.04330529406
822	0.04320418765
823	0.04315928007
824	0.04312409486
825	0.04307106559
826	0.04305517155
827	0.04296122031
828	0.04283497108
829	0.04272192363
830	0.04263973598
831	0.04258467377
832	0.04249140904
833	0.04247638717
834	0.0424479209
835	0.04234903178
836	0.04225427998
837	0.04213789967
838	0.04212986782
839	0.04207369343
840	0.04206234907
841	0.04196354337
842	0.0419540106
843	0.04190148219
844	0.04176830501
845	0.04175712743
846	0.0417109374
847	0.04170221249
848	0.04161158097
849	0.04153817865
850	0.04144491012
851	0.04141982158
852	0.0413894544
853	0.04133318107
854	0.04126860335
855	0.04124872326
856	0.04117045809
857	0.04107895545
858	0.04099482081
859	0.04098670763
860	0.04088072871
861	0.04078743585
862	0.04071953633
863	0.04067199526
864	0.04066527347
865	0.04061272365
866	0.0405741449
867	0.04048632041
868	0.0404403339
869	0.0404066079
870	0.04033672439
871	0.04023698107
872	0.04016469966
873	0.04011787557
874	0.04001430036
875	0.03997905555
876	0.03986388164
877	0.03976083785
878	0.03970712979
879	0.03966718893
880	0.03957384568
881	0.03955313405
882	0.03952386756
883	0.03945828567
884	0.03941789554
885	0.03930657084
886	0.03924194686
887	0.03920381466
888	0.03914861649
889	0.039054746
890	0.03896046765
891	0.03891916103
892	0.03887496115
893	0.03883024517
894	0.03874987762
895	0.03868966821
896	0.03863555812
897	0.03858348544
898	0.03856046145
899	0.03854400258
900	0.03851422515
901	0.03841180701
902	0.0383288371
903	0.03830598723
904	0.03823597732
905	0.03821176111
906	0.03815589057
907	0.03808688552
908	0.03805122168
909	0.03802156333
910	0.03796389891
911	0.03789801841
912	0.03785495584
913	0.03781153512
914	0.03771155315
915	0.03768836932
916	0.03766235603
917	0.03760959048
918	0.03760220267
919	0.03759753039
920	0.03755777879
921	0.03746790735
922	0.03742353898
923	0.03738851939
924	0.03731109309
925	0.0372269246
926	0.037178076
927	0.03712794037
928	0.03708712709
929	0.03700659136
930	0.03692816323
931	0.03686365227
932	0.03681662838
933	0.03673484278
934	0.0367068454
935	0.03668026385
936	0.03664725996
937	0.03660821116
938	0.03656109168
939	0.03648292508
940	0.03641853197
941	0.03636945682
942	0.03629464831
943	0.03622846507
944	0.03615016322
945	0.03613309732
946	0.03603327719
947	0.03596505155
948	0.03593236505
949	0.03586639095
950	0.03583713622
951	0.03578975726
952	0.03569986359
953	0.03565866516
954	0.03562639167
955	0.03558541326
956	0.03555303404
957	0.03547340509
958	0.03544221582
959	0.03541559495
960	0.03534417012
961	0.03530484006
962	0.03519114555
963	0.03513042617
964	0.03509423282
965	0.03508011896
966	0.03507482482
967	0.03501330938
968	0.03495990286
969	0.03495519557
970	0.03492233422
971	0.03488011381
972	0.03481659814
973	0.03473874453
974	0.03468427497
975	0.03464889373
976	0.03456735798
977	0.03451155761
978	0.03447916132
979	0.03443897583
980	0.03439498136
981	0.03431345809
982	0.03427752316
983	0.03424964357
984	0.03419639392
985	0.03417898726
986	0.03415951942
987	0.03405467993
988	0.03398977694
989	0.03392163747
990	0.0338795951
991	0.03380746962
992	0.03376298859
993	0.03371516242
994	0.03368350319
995	0.03363149769
996	0.03360587988
997	0.03357604289
998	0.03350522522
999	0.0334602724
